Gene_ID,SC_Control_1_FPKM,SC_Control_2_FPKM,SC_Control_3_FPKM,SC_cAMP_1_FPKM,SC_cAMP_2_FPKM,SC_cAMP_3_FPKM,Control_Average_FPKM,cAMP_Average_FPKM,Fold_Change,Log2FC,edgeR,DESeq2,Change,Expressed
ENSRNOG00000000064,82.7925251080006,84.45785145770239,111.50427963100815,146.57587997992715,178.61424103696143,152.61151744170778,83.90274267446846,159.26721281953212,1.898236073610464,0.9246594238911695,5.96e-08,2.6e-07,Upregulated,Expressed
ENSRNOG00000000066,38.06695592476865,41.65902045245081,34.43776472768508,40.360081554157915,44.70984630990073,45.51770404123517,40.4616656098901,43.52921063509794,1.0758136121924264,0.10542814847238137,0.274145254,0.22978696,Nondifferential,Expressed
ENSRNOG00000000068,57.69771528269963,57.195288076573206,55.81140738807941,17.688612842747357,17.933472524705888,18.331988956074536,57.362763811948675,17.984691441175926,0.3135255389739382,-1.6733451288923848,2.1899999999999996e-50,1.4199999999999994e-83,Downregulated,Expressed
ENSRNOG00000000073,68.88874457497931,60.164019277652805,69.19792254382088,97.59460365952009,100.48631718529512,93.94895534492053,63.07226104342831,97.34329206324526,1.5433613834807616,0.6260759135683577,1.28e-06,4e-09,Upregulated,Expressed
ENSRNOG00000000075,21.746165333552327,17.629488203025897,20.678178910772868,23.725927730621528,23.8409775702411,26.272374783164622,19.001713913201375,24.61309336134242,1.295309121786249,0.3732964340116547,0.030905129,0.016665733999999998,Upregulated,Expressed
ENSRNOG00000000081,245.984756593915,292.5932619006114,250.03829953192175,31.759125750334594,29.55476435913065,31.600569540902782,277.05709346504597,30.971486550122677,0.11178737986013737,-3.161170769326018,3.7899999999999995e-124,7.359999999999998e-150,Downregulated,Expressed
ENSRNOG00000000082,13.29558369699469,11.291960358375228,13.719610746059523,9.29286385803248,9.315648535304076,9.677029330146105,11.959834804581716,9.428513907827552,0.7883481721850845,-0.3430951614655493,0.000868006,1.98e-05,Downregulated,Expressed
ENSRNOG00000000095,16.99186007323392,16.03889139683613,16.434484298939896,19.013639803972577,17.875320794018194,17.965896604768083,16.35654762230206,18.284952400919618,1.1178980322221659,0.16078860042048632,0.377759719,0.24062014699999998,Nondifferential,Expressed
ENSRNOG00000000098,34.453414446097085,31.09240217574472,35.07095415526043,32.1121225265925,30.548316235435436,30.302228416692447,32.21273959919551,30.987555726240128,0.9619658592159613,-0.05594240215384907,0.596902361,0.22528280899999997,Nondifferential,Expressed
ENSRNOG00000000104,17.761443223287525,14.065959246771614,16.446917005738147,20.607910632896736,21.605886609698263,18.892975747086535,15.297787238943584,20.368924329893844,1.3314948110953368,0.41304680630172896,0.01520616,0.009182846,Upregulated,Expressed
ENSRNOG00000000105,15.16255632902823,17.221377758986204,15.77060337275415,10.91294322234835,10.153826537434346,10.44610003163666,16.535103949000213,10.504289930473119,0.6352720831312497,-0.654553473219209,2.56e-06,1.29e-07,Downregulated,Expressed
ENSRNOG00000000108,38.495138694075145,32.716895978774616,40.47165558151798,72.63844226277979,80.02652768046994,77.82996006830498,34.642976883874795,76.8316433371849,2.2178129666722604,1.1491377047999505,7.19e-19,7.570000000000001e-23,Upregulated,Expressed
ENSRNOG00000000111,6.7186434098059555,4.702889158784707,8.48519569782223,17.282334692956063,17.221956695059614,13.66135388740478,5.3748072424584565,16.05521509180682,2.9871238851094324,1.5787570718391155,5.48e-10,1.74e-08,Upregulated,Expressed
ENSRNOG00000000112,9.93701131439371,9.108516805534347,9.751595687361924,10.592667467709175,11.222101682947251,10.57624596828819,9.384681641820801,10.797005039648205,1.1504924143120305,0.20225147128864845,0.270923973,0.137952981,Nondifferential,Expressed
ENSRNOG00000000113,2.671684034837984,1.9464805574270636,2.433300408012998,3.4152743291472025,3.310316920334805,2.6484567182073677,2.1882150498973707,3.1246826558964584,1.4279595856188856,0.5139551485180666,0.034121542000000005,0.039384662,Upregulated,Expressed
ENSRNOG00000000121,6.621569048349849,5.1280010958844535,5.8199495871422275,4.093300578580794,3.995426071098509,4.352589647554665,5.625857080039585,4.147105432411323,0.7371508684650309,-0.43996817717966424,0.001983356,0.000608824,Downregulated,Expressed
ENSRNOG00000000122,15.64369265960064,12.750204763241541,15.584962885030306,23.269824083136484,25.37954466874045,22.608848628121464,13.714700728694574,23.752739126666132,1.7319181509348927,0.792370751063167,3.77e-08,5.41e-09,Upregulated,Expressed
ENSRNOG00000000123,30.454109752339647,34.63569019511271,28.00518468510794,10.256526591370772,11.438070081747982,8.981866637211931,33.24183004752169,10.225487770110227,0.30760905026865626,-1.7008301449503234,1.4999999999999998e-29,1.94e-29,Downregulated,Expressed
ENSRNOG00000000127,20.26031639224036,19.21563744636507,19.927473897198585,18.699579220309936,18.13676481580947,19.483178203620362,19.563863761656833,18.773174079913257,0.9595841756323592,-0.059518728340800735,0.867487375,0.384714039,Nondifferential,Expressed
ENSRNOG00000000130,4.773406244114376,4.908539342764772,4.880322406555921,7.263530217469001,5.611111963088577,6.319123530087822,4.863494976547973,6.397921903548467,1.3154988201693598,0.3956099545953438,0.011667193999999999,0.011491585,Upregulated,Expressed
ENSRNOG00000000133,18.51028935775345,15.007791561598205,20.201125473568727,13.906009735509222,17.952223447458163,14.715877247502672,16.175290826983286,15.524703476823353,0.9597789395492886,-0.05922593857544569,0.36230831700000005,0.210606492,Nondifferential,Expressed
ENSRNOG00000000138,22.592135171787866,41.38463167142225,19.77469471851287,4.498835260884668,3.383415401225479,4.689534029039178,35.120466171544116,4.190594897049775,0.11932059433895408,-3.0670850259825397,8.859999999999999e-26,3.3700000000000004e-11,Downregulated,Expressed
ENSRNOG00000000142,94.99370140872782,126.19669265004019,92.75178275858013,12.938895542962443,11.77033304743113,13.863124453497846,115.79569556960273,12.857451014630472,0.11103565595754021,-3.170905063240997,5.75e-82,6.229999999999999e-83,Downregulated,Expressed
ENSRNOG00000000145,40.424145042671924,51.78805625987439,43.22124785715337,46.32738840074714,51.09584835044044,46.9604151760896,48.00008585414023,48.12788397575906,1.0026624561049156,0.0038360078808512394,0.791111217,0.668414441,Nondifferential,Expressed
ENSRNOG00000000150,36.35594995077564,45.94059101754276,32.52936951118864,27.37781476476025,27.57015757498847,29.111246440328333,42.745710661953716,28.019739593359017,0.6554982747847561,-0.6093361114849584,0.006976868000000001,0.0049869879999999995,Downregulated,Expressed
ENSRNOG00000000151,4.286603213653647,4.244203837034204,3.695528445505377,1.2987272801169503,1.0289798879774221,1.5331947573650226,4.258336962574019,1.286967308486465,0.3022229851224684,-1.7263147081729056,1.43e-12,1.56e-10,Downregulated,Expressed
ENSRNOG00000000155,33.26933898686805,32.751678103283886,31.971073318064114,32.994722220860325,34.71066111799083,36.07822966952169,32.92423173114528,34.594537669457615,1.050731812117951,0.07139448404702738,0.724111176,0.554637133,Nondifferential,Expressed
ENSRNOG00000000156,0.038248992512648156,0.1488230467308257,0.11979865784763401,2.5855205099087297,2.692818950317089,2.54737945732097,0.11196502865809983,2.608572972515596,23.298104808075582,4.542140698041836,1.3199999999999998e-96,5.139999999999999e-68,Upregulated,Expressed
ENSRNOG00000000157,29.123975385256966,25.81552078345979,31.68794018606198,26.922710582769994,28.03415052870814,28.112185237816778,26.91833898405885,27.689682116431637,1.0286549304854797,0.04075910121310463,1.0,0.560574455,Nondifferential,Expressed
ENSRNOG00000000158,3.051381499253092,2.5587550877565777,3.892891366589259,2.9058385606078967,2.42236187183735,2.754702459483423,2.722963891588749,2.694300963976223,0.9894736291946191,-0.015266836868863399,0.46448433,0.328870573,Nondifferential,Expressed
ENSRNOG00000000161,20.92094559737911,20.35376920239501,19.34849392499437,14.41472086183248,13.916560414105238,15.943352553961327,20.542828000723045,14.758211276633014,0.7184118601447459,-0.4771169273935328,0.00058917,2.46e-05,Downregulated,Expressed
ENSRNOG00000000164,159.76469304877796,144.2931014915822,155.69862975576663,123.07456783279255,127.83582365759084,113.1425803787262,149.45029867731412,121.35099062303652,0.8119822556196541,-0.30047989458189134,0.007947599999999999,0.000158359,Downregulated,Expressed
ENSRNOG00000000165,1.4818203127708818,1.6957694920388948,1.1602925526901826,0.3028978898409505,0.4854971705057406,0.31193320612871217,1.624453098949557,0.3667760888251344,0.2257843510916431,-2.14698259719472,1.65e-11,4.93e-09,Downregulated,Expressed
ENSRNOG00000000166,3.5840900555235713,4.911241117670432,3.617900008635064,2.7009898460641333,2.4211772807408645,2.8628913752011966,4.468857430288145,2.661686167335398,0.5956077607881477,-0.7475655424824121,0.00411395,0.00383635,Downregulated,Expressed
ENSRNOG00000000168,1.5774683383578705,1.2157512458709046,1.2598904498158832,5.804765127825126,6.18547977359529,5.4312304217501515,1.3363236100332265,5.807158441056856,4.345622869682342,2.119562977177444,4.03e-40,1.33e-38,Upregulated,Expressed
ENSRNOG00000000169,2.569196612478432,2.364196131319347,2.936373445168733,5.708688416039497,5.99654088228499,5.54234769036805,2.432529625039042,5.7491923295641785,2.3634624098244656,1.2409019192380932,3.84e-15,1.08e-15,Upregulated,Expressed
ENSRNOG00000000170,23.427084968406707,20.508809277375196,23.084251041347496,24.0166378483786,24.48959765839534,21.42197164418342,21.481567841052367,23.309402383652454,1.0850885073251963,0.11781272365721933,0.8925479279999999,0.7006979809999999,Nondifferential,Expressed
ENSRNOG00000000172,26.894152800008456,20.49794720962105,28.502592123224183,2.7453434181252363,2.9726802911769314,3.072262961636847,22.63001573975018,2.9300955569796714,0.1294782818835113,-2.9492179679917996,1.0999999999999997e-89,1.61e-92,Downregulated,Expressed
ENSRNOG00000000175,3.9798268851033876,3.607463675117391,4.224752226345031,3.517275880904187,3.9374698520219424,4.276202119833008,3.7315847451127233,3.910315950919712,1.0478968636692692,0.0674967306206193,1.0,0.909747799,Nondifferential,Expressed
ENSRNOG00000000177,7.802295572677884,5.152327827161176,7.816077408508248,11.144048058891721,11.202319495104197,12.260229259908856,6.035650409000078,11.53553227130159,1.9112326741290961,0.9345034232021274,8.03e-06,2.72e-05,Upregulated,Expressed
ENSRNOG00000000185,5.0134717648595775,3.8494053217060777,6.080894231563382,4.482752535677537,5.426637642062111,3.8017997730049586,4.237427469423911,4.5703966502482025,1.0785781428064325,0.10913070329981508,0.9408072129999999,0.625172615,Nondifferential,Expressed
ENSRNOG00000000186,2.2985719802399625,1.446905861011088,2.2854909546558684,1.1744276058165999,1.8966815352786026,1.4293621560749386,1.7307945674207128,1.5001570990567137,0.8667447467739036,-0.20632090741795572,0.27589187600000004,0.228864892,Nondifferential,Expressed
ENSRNOG00000000190,31.853334659972866,34.40032630430786,28.107801823039853,19.430415944308795,17.60415746428246,19.75422369437852,33.55132908952953,18.92959903432326,0.5641981867189482,-0.8257260656455245,5.86e-08,1.01e-08,Downregulated,Expressed
ENSRNOG00000000204,86.55511683239294,82.51199723303044,83.01527576088797,82.75648610280832,89.32546845570715,82.19205445246355,83.85970376615127,84.75800300365967,1.0107119295342775,0.015371862668226306,1.0,0.985230327,Nondifferential,Expressed
ENSRNOG00000000219,34.78328883140378,34.06258165231588,33.38979421720737,10.26870773934152,10.795065060936205,10.286495310773441,34.30281737867852,10.450089370350389,0.3046423054698071,-1.7148117930705962,6.16e-48,6.2699999999999994e-77,Downregulated,Expressed
ENSRNOG00000000221,21.602443301163103,19.50899386227467,22.01126347482811,23.67189032266819,23.122022843789395,23.040738656243665,20.20681034190415,23.27821727423375,1.1519986024691997,0.2041389665962166,0.34915289200000005,0.18437935,Nondifferential,Expressed
ENSRNOG00000000230,13.286640087053255,15.887411945825118,12.791176936283343,13.167437120391856,12.529561592667383,12.390751983362604,15.020487992901161,12.695916898807281,0.8452399752130226,-0.24256709444155664,0.54387605,0.33090796899999997,Nondifferential,Expressed
ENSRNOG00000000231,5.320373997199361,5.642752416575851,5.197883406176339,1.4819029983876173,1.7943191020098945,1.5628812154004113,5.535292943450354,1.6130344385993076,0.2914090464729484,-1.7788824299108927,2.28e-23,6.709999999999999e-23,Downregulated,Expressed
ENSRNOG00000000236,68.88708684098039,70.33483490675059,72.8357561861246,94.03981966210006,97.0536586536433,91.96926072101249,69.85225221816052,94.35424634558528,1.3507688492405492,0.4337808141260909,0.000247616,1.47e-06,Upregulated,Expressed
ENSRNOG00000000237,22.289962113858955,20.778486966823227,20.605135445880368,28.060343688037914,26.52568764656301,27.59775464909751,21.282312015835135,27.39459532789948,1.2872001551108025,0.36423640502232824,0.004732234,0.00113652,Upregulated,Expressed
ENSRNOG00000000244,5.600726880771078,5.484608977937503,6.206761107834477,5.3063716848939135,6.35263546319081,6.2716755940795625,5.523314945548695,5.9768942473880955,1.0821208470476493,0.1138616227330066,1.0,0.828221442,Nondifferential,Expressed
ENSRNOG00000000245,0.1647111502263344,0.17802077618352324,0.1719624791261265,1.5396937493545573,1.7940446153796346,1.6545622585412232,0.17358423419779365,1.6627668744251383,9.579020134573218,3.2598780860979386,5.820000000000001e-33,2.3e-22,Upregulated,Expressed
ENSRNOG00000000246,17.98464243078122,15.173416330523704,18.80120666343325,15.381311335950826,13.981095679026277,14.244867789245312,16.110491697276213,14.535758268074138,0.9022541671109694,-0.14839419358231376,0.10961459900000001,0.028499267000000002,Nondifferential,Expressed
ENSRNOG00000000247,8.030970594083925,5.812661951014269,7.446501863283962,6.269596749312093,6.364472439697439,7.216830660957247,6.552098165370822,6.616966616655593,1.009900408944972,0.014213029011296199,0.885201439,0.548969725,Nondifferential,Expressed
ENSRNOG00000000248,35.221374496475754,29.50939465266567,34.149319531426876,30.06395105465578,32.54414462934036,32.22509502900115,31.413387933935695,31.611063570999097,1.0062927194443059,0.009050030255567042,1.0,0.570077375,Nondifferential,Expressed
ENSRNOG00000000249,7.021778001546209,6.410598060563596,8.229982059779203,10.984616603079758,11.970758030243982,11.711540132882858,6.6143247075578,11.555638255402199,1.747062438921127,0.8049311701963678,1.23e-05,1.6899999999999997e-05,Upregulated,Expressed
ENSRNOG00000000250,8.168147768453833,9.167727424305443,9.906153837871894,12.534967660187904,15.897103348778908,12.891197060194264,8.83453420568824,13.774422689720359,1.5591566424465821,0.6407658773163019,5.610000000000001e-05,9.85e-05,Upregulated,Expressed
ENSRNOG00000000258,10.51019610981157,9.19377986438247,10.421632204027208,12.802647651577017,12.27436436201693,11.97217325546636,9.632585279525504,12.349728423020103,1.2820782858024637,0.3584843579712312,0.027478386,0.010680518,Upregulated,Expressed
ENSRNOG00000000262,19.990722276938683,19.04454303559185,20.41358295219744,11.006155067007365,11.478809070096966,10.946297453745627,19.359936116040796,11.143753863616652,0.5756090204442061,-0.7968388939694152,2.62e-12,1.65e-18,Downregulated,Expressed
ENSRNOG00000000264,5.516724288839124,4.280421843584414,5.417079057896578,6.692275994242785,6.944936201988507,5.89363358113912,4.692522658669318,6.510281925790138,1.3873735726693948,0.4723563088369723,0.020619186,0.018246638,Upregulated,Expressed
ENSRNOG00000000277,2.9539555254582934,2.6944117501001856,2.707030509482873,2.696501320211163,2.2616752816775127,2.653845646200364,2.7809263418862216,2.5373407493630133,0.9124084702085309,-0.1322482551299888,0.613566068,0.350057425,Nondifferential,Expressed
ENSRNOG00000000279,7.339010746867574,8.04278217826024,7.4152788374876115,7.902468889527297,8.219885460957414,8.178335271959142,7.80819170112935,8.100229874147951,1.0374015116683626,0.05297437706467413,0.7362900170000001,0.598937907,Nondifferential,Expressed
ENSRNOG00000000281,1.5900186822414142,1.504258613954336,1.9462285714234961,3.8907379342226194,4.519662705995926,4.06187325313776,1.532845303383362,4.157424631118769,2.7122271386044776,1.4394780037015538,7.58e-15,9.71e-14,Upregulated,Expressed
ENSRNOG00000000283,11.898827225231045,9.95786559724774,12.33824145687504,8.89075595545228,11.135774903332425,8.99930248369933,10.604852806575508,9.675277780828011,0.9123443726469154,-0.13234960938700602,0.237800189,0.122565014,Nondifferential,Expressed
ENSRNOG00000000288,1.8536895675906404,1.5581498975034065,1.8661795934986989,1.5322214892394466,1.6537384754474143,1.3874875432344371,1.6566631208658178,1.5244825026404325,0.9202127357333191,-0.11996067142582363,0.455158154,0.28309499,Nondifferential,Expressed
ENSRNOG00000000299,17.54818857253151,18.059626709503636,18.1145571544028,23.05425523068104,19.149918107093786,26.834571932665217,17.889147330512927,23.01291509014668,1.2864176623384567,0.36335911977093854,0.021625992,0.025139294,Upregulated,Expressed
ENSRNOG00000000302,8.125946351988967,7.619761561175773,8.779349148680067,12.68428234345399,13.14233804368163,13.550321369754162,7.7884898247801715,13.125647252296593,1.6852621686087985,0.752973042404493,1e-08,1.92e-11,Upregulated,Expressed
ENSRNOG00000000303,8.420674935662657,8.45225483857947,8.590368423896525,13.096929811966355,10.930979212330968,10.908713599827186,8.441728204273867,11.64554087470817,1.3795209455822424,0.46416736162647,0.000907175,0.000716278,Upregulated,Expressed
ENSRNOG00000000304,53.07699109634594,48.33244663168822,50.08033461385674,50.08763298875958,53.44821490167611,45.77944718241702,49.913961453240795,49.771765024284235,0.9971511692356904,-0.004115859497189212,1.0,0.78854181,Nondifferential,Expressed
ENSRNOG00000000306,6.079900058101133,4.925408606915307,6.391297945548114,3.589819402724223,3.466379857842608,3.5165655085307046,5.310239090643916,3.5242549230325118,0.6636716092956868,-0.5914585352933429,1.3699999999999998e-05,5.38e-06,Downregulated,Expressed
ENSRNOG00000000307,15.969404362177809,14.3625603845987,14.199840619378161,34.11591267743755,36.96053162328955,31.8283858655249,14.898175043791737,34.301610055417335,2.3024034792577672,1.2031406773090443,3.4999999999999997e-25,6.64e-30,Upregulated,Expressed
ENSRNOG00000000308,4.0523818106612115,4.10098509164681,4.531801414669205,2.8252732892888366,3.4023445912889696,2.829836301148118,4.084783997984943,3.0191513939086416,0.7391214309980683,-0.43611668923442365,0.001420453,0.00037447699999999996,Downregulated,Expressed
ENSRNOG00000000312,17.39757827875392,16.356997675936555,18.901623967634734,8.842941182529458,9.357805426480487,8.855006468035372,16.703857876875677,9.018584359015106,0.5399102665678307,-0.8892084445279155,2.5899999999999997e-16,2.26e-24,Downregulated,Expressed
ENSRNOG00000000314,44.95259390577864,48.33360784400133,44.003717661153004,43.73336910256875,42.57424606882254,39.12146287250035,47.2066031979271,41.809692681297214,0.8856746694100864,-0.17515123698823856,0.495626302,0.22070495699999998,Nondifferential,Expressed
ENSRNOG00000000316,0.15367398687355285,0.08049061506231749,0.07219773449245272,1.0680214612889005,1.04994609667754,1.1114577761422197,0.10488507233272927,1.0764751113695532,10.263377689769113,3.359433696625745,3.9500000000000006e-29,6.07e-18,Upregulated,Expressed
ENSRNOG00000000321,0.4320519999316031,0.5657452494223019,0.3890503596227917,49.165680093237455,51.73858660224368,47.474875034719155,0.5211808329254023,49.45971391006677,94.89933394604716,6.56832605656887,5.51e-321,2.6499999999999988e-263,Upregulated,Expressed
ENSRNOG00000000322,22.39774271850234,22.761217591177957,23.06838323799996,21.72034241414339,20.610039758585394,22.933343724960363,22.640059300286083,21.754575299229714,0.9608886182976923,-0.05755888464006496,1.0,0.52832757,Nondifferential,Expressed
ENSRNOG00000000327,13.953383641615547,13.943953954723954,13.856835017876875,13.031155626952689,13.796387626725613,13.760386685811897,13.947097183687818,13.529309979830066,0.9700448632173879,-0.043876623417983665,1.0,0.635238721,Nondifferential,Expressed
ENSRNOG00000000340,216.61132654667057,183.16297893907125,246.310825427154,447.08423167160777,409.5575993452215,369.0499629273774,194.31242814160433,408.56393131473556,2.1026134829471452,1.0721836681935148,9.32e-13,7.099999999999999e-13,Upregulated,Expressed
ENSRNOG00000000341,100.28167473449733,103.82174008374801,93.29325731908078,255.71563251988118,275.73025340283,276.4622929687036,102.64171830066444,269.30272629713824,2.623716075253925,1.3916116075376896,1.01e-30,2.7199999999999997e-47,Upregulated,Expressed
ENSRNOG00000000368,156.72649264490337,241.26323928992514,133.8030696077405,148.0620945302398,104.6820462830491,166.0414863435749,213.08432374158454,139.5952090522879,0.6551172165136856,-0.6101750316672757,0.27143527100000003,0.18509168199999998,Nondifferential,Expressed
ENSRNOG00000000373,142.0500301123137,266.17866628874805,127.88139635769599,233.94393844131994,165.80960674457648,265.17816895823285,224.80245422993661,221.64390471470975,0.9859496662256357,-0.02041409751358948,0.455158154,0.5655033,Nondifferential,Expressed
ENSRNOG00000000376,5.848831940407421,3.978536115937407,8.46558546776504,6.094092983677228,6.5811838668555955,5.474701393178309,4.6019680574274116,6.049992747903711,1.3146533553485318,0.3946824432843095,1.0,0.967964154,Nondifferential,Expressed
ENSRNOG00000000378,13.073641464766112,17.823942713441838,13.28619152360081,25.30743561537326,22.328867647185074,29.072470472613524,16.24050896388326,25.569591245057286,1.5744328765755227,0.6548322517916005,2.48e-06,1.93e-05,Upregulated,Expressed
ENSRNOG00000000386,0.1573888489144034,0.19137013877843964,0.21566713485535335,4.6200323898234235,4.792218740739446,4.846777708292853,0.18004304215709424,4.7530096129519075,26.39929627941262,4.722427567359986,9.449999999999997e-92,9.059999999999999e-58,Upregulated,Expressed
ENSRNOG00000000387,6.56927218331927,6.436014844462316,5.970974845442291,4.614531676966448,5.042973258217425,4.918924410787715,6.4804339574146335,4.858809781990529,0.749766113491719,-0.41548747198502495,0.0072602759999999995,0.0011176019999999999,Downregulated,Expressed
ENSRNOG00000000392,11.070868749226976,11.156982792817384,11.909691935684457,19.250605912580923,19.23329724490395,17.88368687794905,11.128278111620583,18.789196678477975,1.6884190429117296,0.7556730060022856,9.53e-10,6.01e-13,Upregulated,Expressed
ENSRNOG00000000395,26.059458640189693,23.32005744324196,29.250448461590118,56.15145245406408,57.702195917605266,53.86251832068725,24.233191175557874,55.905388897452205,2.3069759361218427,1.2060029554648724,6.08e-22,8.86e-27,Upregulated,Expressed
ENSRNOG00000000396,41.39697411212962,40.08915655894485,45.184727319639904,45.560271736695846,50.14987412702476,52.41329673299983,40.525095743339776,49.37448086557348,1.2183680250450262,0.2849499852222409,0.095150449,0.049720682999999995,Nondifferential,Expressed
ENSRNOG00000000397,19.96615680422993,22.651568569051022,21.023401140590714,27.75394144306992,26.492305043121952,22.92232963866878,21.756431314110657,25.722858708286882,1.1823105700061987,0.24160905324353307,0.05265351,0.047712265999999996,Nondifferential,Expressed
ENSRNOG00000000398,14.24087474346127,13.020394941087874,13.424344480342585,15.880168637716022,16.41384416124386,13.89855516225639,13.427221541879005,15.397522653738756,1.1467393016279992,0.19753744802573556,0.266735143,0.19585396,Nondifferential,Expressed
ENSRNOG00000000407,6.738528248174167,8.39037814549176,8.058863620912508,50.97239560078036,51.88058014643985,52.63169825221649,7.8397615130525615,51.828224666478896,6.610944042135611,2.7248563031487887,4.9499999999999995e-98,4.029999999999999e-115,Upregulated,Expressed
ENSRNOG00000000408,16.485202188858576,16.083393996845714,16.985269985319643,26.918600132366592,30.08297456932931,25.845142467925285,16.217330060850003,27.61557238987373,1.702843334029443,0.7679457094640498,5.4600000000000004e-11,6.79e-14,Upregulated,Expressed
ENSRNOG00000000411,28.387642301323815,30.469538050363113,29.863045495452948,39.2373863501966,43.92723507178793,37.513892206810354,29.775572800683346,40.2261712095983,1.3509789208379264,0.4340051646415127,0.000273068,6.68e-05,Upregulated,Expressed
ENSRNOG00000000412,155.13908245457847,185.38331942277145,149.20048985261386,37.71741546985927,32.10986036507459,36.42220972065769,175.30190710004047,35.416495185197185,0.20203143120962094,-2.3073483359562204,6.969999999999999e-56,1.1299999999999998e-61,Downregulated,Expressed
ENSRNOG00000000414,19.17416309533998,25.54830787895858,16.308939154450933,11.213729872664336,9.325808248245597,11.880553890417549,23.423592951085713,10.806697337109162,0.46135950875154946,-1.116036703538181,5.870000000000001e-07,2.38e-06,Downregulated,Expressed
ENSRNOG00000000415,21.85685770526623,19.82250588027856,23.387253686902106,17.93980489778966,18.156296152544986,17.917123422287066,20.50062315527445,18.00440815754057,0.878237116070706,-0.1873175879341546,0.06069114,0.00467226,Nondifferential,Expressed
