Ensembl_ID,SC_Control_1_FPKM,SC_Control_2_FPKM,SC_Control_3_FPKM,SC_VitC_1_FPKM,SC_VitC_2_FPKM,SC_VitC_3_FPKM,Control_Average_FPKM,VitC_Average_FPKM,Fold_Change,Log2FC,edgeR,DESeq2,Change,Expressed
ENSRNOG00000000047,170.3508916737348,183.4623059131141,179.3880618991479,161.78564401360333,184.03125020951708,184.03524359143546,179.09183449998764,176.61737927151862,0.9861833163115586,-0.02007224853603446,1.0,0.6119170589999999,Nondifferential,Expressed
ENSRNOG00000000048,38.2323418991277,38.71711484172912,40.159797708441026,39.49883054030402,38.646336666639584,38.69926397162258,38.555523860861975,38.948143726188725,1.0101832325438924,0.0146170006072191,0.9801413940000001,0.529420426,Nondifferential,Expressed
ENSRNOG00000000054,18.458122922416248,18.24795084452609,19.881939269890704,13.152776470270641,14.851121573107323,16.89713250686218,18.31800820382281,14.967010183413384,0.8170653717847937,-0.29147658472106097,0.07616518,0.04683201,Nondifferential,Expressed
ENSRNOG00000000062,31.938859999303613,28.68015370693586,32.62232259236876,34.49171238810193,34.38596106581502,32.623720915067516,29.76638913772511,33.833798122994814,1.1366443530134054,0.1847809170213561,0.23349908100000002,0.10382182599999999,Nondifferential,Expressed
ENSRNOG00000000064,174.6402747601707,187.3266558771525,181.41232620290208,119.47473871560557,134.28024276308577,147.26457515098755,183.0978621714919,133.67318554322628,0.730064152349448,-0.45390485252497537,0.002812034,0.000785309,Downregulated,Expressed
ENSRNOG00000000066,37.530026160234385,33.88726633778997,36.169911248476716,36.10759799582114,32.1644165966942,32.821228557529096,35.10151961193811,33.697747716681484,0.9600082301058215,-0.05888132084319469,1.0,0.907918407,Nondifferential,Expressed
ENSRNOG00000000068,101.95268046555576,101.19065344634147,103.64407878567309,84.4742572239349,83.1216961860897,85.39645559910815,101.44466245274623,84.33080300304425,0.8312985716949499,-0.26656136212756054,0.09237975300000001,0.006745986,Nondifferential,Expressed
ENSRNOG00000000073,44.86056592283417,39.35345590028588,29.79878410662869,38.15936425589752,41.20965176539272,44.642215488370084,41.18915924113531,41.337077169886776,1.0035911859206814,0.005171705389055322,0.50513009,0.308942525,Nondifferential,Expressed
ENSRNOG00000000075,12.569871976326683,11.442147743967011,10.347827808212806,11.965441172400487,11.589401771551799,10.912376822858095,11.818055821420236,11.48907325560346,0.9721627168810207,-0.040730288062095985,1.0,0.661599744,Nondifferential,Expressed
ENSRNOG00000000081,106.77467658295264,108.40955394005334,109.52586152112336,177.36513029844463,160.49039660595952,163.29173351000438,107.86459482101976,167.04908680480284,1.5486924795108923,0.6310506997570351,2e-12,6.009999999999999e-17,Upregulated,Expressed
ENSRNOG00000000082,6.226541548456795,6.231604074646671,5.193242160015409,6.370198858568787,6.966101449549461,7.162213163195936,6.229916565916713,6.832837823771395,1.096778384024147,0.13327204299812606,0.052173871,0.027607731,Nondifferential,Expressed
ENSRNOG00000000095,16.919268376225755,17.431290102421652,18.30466974209289,16.89309605448898,16.952957073057583,16.723192941053146,17.260616193689685,16.856415356199903,0.9765824792722316,-0.034186199866940714,1.0,0.9452986259999999,Nondifferential,Expressed
ENSRNOG00000000098,36.42680472129189,39.059069692221534,37.70430842583926,34.06123099930343,33.53127357952768,33.501247322630235,38.18164803524498,33.69791730048711,0.8825684336459496,-0.180219946754124,0.772064888,0.390385979,Nondifferential,Expressed
ENSRNOG00000000104,21.277857381814087,22.312051331099713,22.5491805983244,15.54799031354723,18.45843947524887,17.158175624280993,21.96732001467117,17.054868471025696,0.7763745627429915,-0.3651752447463037,0.01753789,0.00642376,Downregulated,Expressed
ENSRNOG00000000105,24.321676336821703,24.819398747854205,26.903247209078465,19.549718391885097,19.665287083442134,19.2252515752156,24.65349127751004,19.48008568351428,0.7901552548577507,-0.3397919436142647,0.01152673,0.002226638,Downregulated,Expressed
ENSRNOG00000000108,42.25419249362084,43.001311492258246,41.72321187276396,30.811361641976536,33.94679332011508,35.84557074403136,42.75227182604578,33.53457523537433,0.7843928241245932,-0.3503517575307039,0.039649694,0.010034711,Downregulated,Expressed
ENSRNOG00000000111,14.235963263172195,14.841859326337278,13.039571302452792,10.201784269252437,11.658559495425367,13.767941970314249,14.639893971948917,11.876095244997352,0.8112145667006058,-0.30184453633550407,0.662401734,0.465456214,Nondifferential,Expressed
ENSRNOG00000000112,12.558324246281074,12.393090618657096,12.996016868795145,9.457147207233604,10.430474596971802,10.758727517642397,12.448168494531757,10.215449773949267,0.8206387773781114,-0.2851807678451559,0.076719022,0.022751782999999998,Nondifferential,Expressed
ENSRNOG00000000113,3.42790850534558,2.9812669080672065,3.06200625170478,2.884307080005873,2.5289566496015907,2.706594854474471,3.130147440493331,2.706619528027312,0.8646939415737974,-0.20973851370750046,0.6745031029999999,0.49070036100000003,Nondifferential,Expressed
ENSRNOG00000000121,10.240111819196207,10.039381128976295,10.235956088336861,9.333513768002467,11.007664510017065,9.93760792776356,10.1062913590496,10.092928735261031,0.9986777915544061,-0.0019088057653026058,1.0,0.727973966,Nondifferential,Expressed
ENSRNOG00000000122,20.746034554305478,24.42739269616985,22.901915693656456,15.710160004799805,18.31424608992865,18.58255450834865,23.20027331554839,17.535653534359035,0.7558382306904534,-0.4038506021791235,0.030647872000000003,0.01692316,Downregulated,Expressed
ENSRNOG00000000123,23.27218295949243,23.27481168798837,22.297851337590497,23.410112388277586,27.226784675304017,27.78169487952229,23.273935445156393,26.139530647701296,1.1231246520081446,0.16751805672691278,0.061726144000000004,0.015499033999999998,Nondifferential,Expressed
ENSRNOG00000000127,24.85010389821264,25.839482680148926,26.255198991633446,21.112982294250727,22.96790301118019,23.507970078048523,25.509689752836834,22.529618461159814,0.8831788500545907,-0.1792224713296007,0.61581319,0.237474569,Nondifferential,Expressed
ENSRNOG00000000130,5.181057835889569,5.502898518380088,5.193272093857153,5.580945539809122,5.422777965823336,5.822087854806485,5.395618290883249,5.6086037868129806,1.039473788627636,0.05585337965497238,0.582008827,0.33206524600000004,Nondifferential,Expressed
ENSRNOG00000000133,34.381216142936786,36.75675747514459,39.81246522905533,26.133158718949996,28.72569764795712,30.179763290194167,35.96491036440866,28.346206552367097,0.788162858329236,-0.34343432989113865,0.0142899,0.0052561000000000005,Downregulated,Expressed
ENSRNOG00000000138,5.408477863989693,4.529676852567229,4.497492248493294,17.141577085194037,9.733065591980175,9.343558474522432,4.822610523041384,12.072733717232216,2.5033607129481683,1.3238661860670722,7.679999999999999e-10,7.07e-10,Upregulated,Expressed
ENSRNOG00000000142,27.44367673630347,26.791797286196655,25.82513357072346,54.03015459313657,44.60826121918284,39.86128790325966,27.00909043623226,46.16656790519303,1.7092973943047456,0.7734034280041835,5.6100000000000005e-11,7.13e-12,Upregulated,Expressed
ENSRNOG00000000145,24.648354327232568,21.68704671628366,24.626052547740755,24.14868488197041,18.095626563757776,18.57259034118638,22.67414925326663,20.27230059563819,0.8940710572731891,-0.16153859915904212,0.662401734,0.413132619,Nondifferential,Expressed
ENSRNOG00000000150,24.373261370859908,23.858845039545866,21.37924048041856,33.623361386574445,24.61408523383399,22.702068597046644,24.030317149983883,26.97983840581836,1.1227416699257526,0.16702601821956636,0.21011147800000002,0.117829484,Nondifferential,Expressed
ENSRNOG00000000151,9.895713071213422,10.781281318071086,8.269036537203224,8.256704546597708,8.629191636267118,7.261580338219162,10.486091902451866,8.04915884036133,0.7676033087674226,-0.38156716457858225,0.591737757,0.389953593,Nondifferential,Expressed
ENSRNOG00000000155,31.048309371623976,29.963212542909847,28.534400775120957,32.488537089231926,31.417505698617173,32.31560289599686,30.324911485814557,32.07388189461532,1.057674378031372,0.08089553907243051,0.261499054,0.07003599,Nondifferential,Expressed
ENSRNOG00000000156,0.7847979415541008,0.7795093705498821,0.8462653776237129,1.4429723553872258,1.4948038767035554,1.399560293287728,0.7812722275512884,1.4457788417928363,1.8505442671682897,0.8879496469919885,1.22e-08,7.82e-07,Upregulated,Expressed
ENSRNOG00000000157,31.050737108862446,31.761902864878632,27.598398718740754,23.48399419635688,25.83540900685027,26.59670211581018,31.524847612873234,25.305368439672446,0.8027118402100998,-0.31704591699573703,0.284422455,0.097693087,Nondifferential,Expressed
ENSRNOG00000000158,3.50022772722067,2.7885464878887194,2.3280113000276597,4.988997287615468,4.142778333593945,3.860109535001562,3.0257735676660364,4.330628385403659,1.4312466840485147,0.5172723507381018,0.00341058,0.0060840140000000004,Upregulated,Expressed
ENSRNOG00000000161,16.62012506316956,14.087774924008404,12.809477606750463,16.037222624647814,13.484598934467893,13.096868772290984,14.931891637062122,14.206230110468896,0.9514019024359862,-0.07187318475178488,1.0,0.844736651,Nondifferential,Expressed
ENSRNOG00000000164,259.3850489081703,246.8410368291935,219.00412295519146,191.9488179939161,212.70372482098736,217.40423628018485,251.02237418885247,207.35225969836276,0.8260309877491827,-0.27573219092603746,0.41516201799999997,0.158371124,Nondifferential,Expressed
ENSRNOG00000000165,0.9517909526636674,0.770024858950692,0.8120253392791331,2.4707923131466956,1.0380562157886144,0.7060020079203767,0.8306135568550171,1.4049501789518957,1.6914606887365413,0.758269647824254,0.16976834,0.12481464199999999,Nondifferential,Expressed
ENSRNOG00000000166,3.048401110903377,2.8388370670321783,2.313085173948208,4.784826675235356,3.043525815271415,2.818589181275162,2.908691748322578,3.5489805572606445,1.2201294823720379,0.2870342573485734,0.188601149,0.131903239,Nondifferential,Expressed
ENSRNOG00000000168,3.6372486720453168,3.9667217445099396,3.3615897679883915,6.4389160439123545,5.9195149001288545,6.027613708490901,3.856897387021732,6.128681550844036,1.5890185648876076,0.6681359801394381,4.8e-09,1.32e-08,Upregulated,Expressed
ENSRNOG00000000169,4.2954020910154345,4.183230612334659,4.441220521214916,4.490462118392658,4.2972378857290385,4.622590648568414,4.220621105228251,4.470096884230037,1.059108783466194,0.08285077942187453,0.7438056959999999,0.516549384,Nondifferential,Expressed
ENSRNOG00000000170,27.106666125861587,27.547369126210175,25.399910116178848,20.195263199529837,20.75332886583637,21.613632215587113,27.40046812609398,20.854074760317772,0.7610846159397564,-0.39387123615146896,0.014603715,0.000459961,Downregulated,Expressed
ENSRNOG00000000172,25.716768881780602,25.57522383208003,26.86045079109375,10.521229455274604,10.750033937249105,11.29973174607523,25.622405515313556,10.85699837953298,0.42373064359800866,-1.2387806287575105,2.93e-32,2.83e-33,Downregulated,Expressed
ENSRNOG00000000175,10.73027584315362,10.634604757328725,11.306164513880937,9.126796582895192,10.010147057305725,10.537040330180758,10.666495119270357,9.891327990127225,0.9273269128729366,-0.10885006948058772,1.0,0.639151626,Nondifferential,Expressed
ENSRNOG00000000177,17.636660231193595,19.90674983473077,21.14213256707369,14.731419036559727,16.73535046331283,17.253198137656653,19.150053300218378,16.239989212509737,0.8480388517939291,-0.23779773339316476,0.279260665,0.164612789,Nondifferential,Expressed
ENSRNOG00000000185,12.181891121420788,15.133281734276597,13.698548868791395,7.937284188158187,10.990169735517949,11.146942138200522,14.149484863324659,10.02479868729222,0.7084921312772602,-0.49717626465206416,0.052681293,0.040170597,Nondifferential,Expressed
ENSRNOG00000000186,2.44595228117019,2.6384562072686535,2.6766468825906693,1.805160083064175,2.092703654399924,2.1902742450121147,2.5742882319024987,2.0293793274920713,0.7883263817712757,-0.3431350389683148,0.507001897,0.420450554,Nondifferential,Expressed
ENSRNOG00000000190,21.554323427172164,18.630163506834336,19.552715406326495,30.478784378482963,20.524352789962162,20.602680840995482,19.60488348028028,23.86860600314687,1.217482676046266,0.28390124388054744,0.13219029999999998,0.078337567,Nondifferential,Expressed
ENSRNOG00000000204,59.27444167762872,52.85465981170287,49.312413795598424,55.49174917844465,54.12782224671291,53.01837767882727,54.99458710034482,54.212649701328274,0.9857815570541552,-0.02066010494680061,0.928740007,0.542098775,Nondifferential,Expressed
ENSRNOG00000000219,60.97108980303067,66.44472989821959,66.641491345477,54.74945639193951,51.29707528896458,51.438180924849384,64.62018319982327,52.49490420191782,0.8123608074522046,-0.299807456752909,0.098300248,0.017979323000000002,Nondifferential,Expressed
ENSRNOG00000000221,18.97780037444836,17.622557275058842,15.907935824113556,15.992053835113675,17.12806376361278,17.627868253267632,18.074304974855348,16.91599528399803,0.9359140120481125,-0.09555210791030092,1.0,0.907639621,Nondifferential,Expressed
ENSRNOG00000000230,23.613121794136855,22.262293802355085,23.455557000985966,22.59060670910492,19.83323309453248,18.68280377580604,22.712569799615675,20.368881193147814,0.8968109453423664,-0.15712420892199858,0.751256598,0.457707246,Nondifferential,Expressed
ENSRNOG00000000231,8.775571645478026,7.901900370052489,9.065866591014755,4.351998099583357,4.626562593412523,5.092958901185278,8.193124128527668,4.690506531393719,0.572493039018148,-0.8046699433983948,8.88e-09,1.1699999999999999e-07,Downregulated,Expressed
ENSRNOG00000000236,92.93337455347063,89.47371641463818,80.43009482392404,73.26085320108736,79.90684372874222,81.51439855548843,90.626935794249,78.22736516177265,0.8631800741820602,-0.21226653313201185,0.768345235,0.40795074,Nondifferential,Expressed
ENSRNOG00000000237,15.082555134256673,12.646925830035183,13.78557648982943,15.165966696587455,14.764148981790704,13.794566998043102,13.458802264775679,14.574894225473754,1.0829265441858156,0.11493538705249023,0.662401734,0.394869329,Nondifferential,Expressed
ENSRNOG00000000239,3.621753370628259,4.395145993824715,3.715015927202034,0.4835882281345939,0.2280483643329129,0.3129372221958486,4.13734845275923,0.34152460488778513,0.08254673465079299,-3.598645043034525,1.6200000000000002e-28,1.96e-18,Downregulated,Expressed
ENSRNOG00000000244,7.740680422642798,7.758863878436308,6.735782907148737,5.962275429763816,5.727461798000441,7.261612002823303,7.752802726505138,6.317116410195854,0.8148171226644286,-0.29545179729894855,0.601891638,0.35772251200000005,Nondifferential,Expressed
ENSRNOG00000000246,17.619893082088954,17.433900642804588,16.78585310878387,14.550442262456809,17.048516930592577,17.78398222509958,17.495898122566043,16.460980472716322,0.9408479837616971,-0.0879664546006984,1.0,0.98970102,Nondifferential,Expressed
ENSRNOG00000000247,17.69085952724102,18.24261545249208,19.090159833889135,12.495349901661456,12.940657790274235,12.894811064633592,18.058696810741726,12.776939585523095,0.7075227918950984,-0.49915147171400215,3.3299999999999996e-05,1.55e-06,Downregulated,Expressed
ENSRNOG00000000248,113.63540738064752,108.448849313282,100.05724117451034,84.26416761096452,99.62270602854683,102.56472187749786,110.17770200240385,95.4838651723364,0.8666351125226149,-0.2065034049703627,0.721751899,0.422449079,Nondifferential,Expressed
ENSRNOG00000000249,9.061244007356649,9.726003549506228,9.308110227347289,8.19368758633365,7.942548237286945,9.468318896528404,9.504417035456369,8.534851573383,0.8979879083108,-0.15523207613195672,1.0,0.7896243159999999,Nondifferential,Expressed
ENSRNOG00000000250,15.71144907652659,15.642813062601675,13.693518095410674,12.919405341394478,14.763413533241371,14.850901219821488,15.66569173390998,14.177906698152446,0.9050290877014341,-0.14396393362165347,1.0,0.932796338,Nondifferential,Expressed
ENSRNOG00000000258,13.808630815925477,14.33981892965421,15.049796552505086,12.820474799684256,12.401268135245457,14.727010210465773,14.162756225077965,13.316251048465162,0.940230195086328,-0.08891408208406341,1.0,0.795297438,Nondifferential,Expressed
ENSRNOG00000000262,16.57938507484662,17.08824951994092,18.647076068707882,15.443583750685908,16.82961572441342,16.437001604373307,16.91862803824282,16.236733693157543,0.9596956476882214,-0.0593511444581206,1.0,0.837274457,Nondifferential,Expressed
ENSRNOG00000000264,13.459012862095936,13.872633752438444,13.97581870377123,10.256550966362626,11.791484755156109,12.128281251830435,13.734760122324275,11.392105657783057,0.8294360845273517,-0.26979728198610076,0.178377935,0.080389683,Nondifferential,Expressed
ENSRNOG00000000274,0.8272068625273441,1.2521132231673628,0.7953756102375897,0.8665085510712092,0.4852412495357764,0.4255545699915314,1.11047776962069,0.5924347901995056,0.5334954074784097,-0.9064522430253682,0.245971666,0.244219921,Nondifferential,Expressed
ENSRNOG00000000275,0.5831493668100814,0.43549269624654763,0.5142602335550989,5.25761620123076,3.219951988089302,2.840495668958521,0.4847115864343922,3.7726879527595276,7.783366559301708,2.960394302752641,7.38e-24,3.6399999999999994e-21,Upregulated,Expressed
ENSRNOG00000000277,2.0180205604942776,1.7615258486983427,1.9634425377296882,2.4385463421339653,1.937775760514837,1.8495341514103567,1.8470240859636542,2.0752854180197198,1.1235833001803948,0.16810708695860382,0.598373684,0.376439421,Nondifferential,Expressed
ENSRNOG00000000279,10.092790020019773,10.004186509282958,11.105341532551172,10.928383271739019,9.646735251423987,10.63580414973294,10.033721012861896,10.403640890965315,1.0368676663053746,0.052231777133124886,1.0,0.660737566,Nondifferential,Expressed
ENSRNOG00000000281,1.9677744867914888,2.463068452969131,2.42616759682076,1.9968514828105823,2.558489440361919,2.4206843526541517,2.29797046424325,2.3253417586088845,1.0119110731802414,0.01708251145617756,1.0,0.7689193409999999,Nondifferential,Expressed
ENSRNOG00000000283,16.897245401784584,16.765144160848227,16.142884967563877,13.836619146249665,14.51000658808835,16.071639328962426,16.80917790782701,14.806088354433479,0.8808335800609967,-0.18305862500414227,0.794171788,0.50520572,Nondifferential,Expressed
ENSRNOG00000000288,8.717506911644941,8.576005317036884,10.162188904397354,6.104334349709846,6.412612623378862,7.134229199902769,8.62317251523957,6.550392057663825,0.759626697261065,-0.3966374846483605,0.00215117,0.0016992160000000001,Downregulated,Expressed
ENSRNOG00000000299,15.675294897637526,15.857972811111463,17.46136332957093,24.223887154630294,20.542906424131445,20.10869532286831,15.797080173286815,21.625162967210017,1.3689341783412994,0.4530530800044898,0.00021123599999999998,0.00010293,Upregulated,Expressed
ENSRNOG00000000302,8.195218439335417,7.827002934337226,7.7665369202738175,8.125683937670264,7.71993288998287,7.665990089070973,7.94974143600329,7.837202305574702,0.9858436741201527,-0.020569199249630625,1.0,0.737721263,Nondifferential,Expressed
ENSRNOG00000000303,4.86772815794853,5.400857060403537,5.341331912500779,6.545044967478292,5.29111355186149,4.38706902851507,5.223147426251868,5.407742515951618,1.0353417345204472,0.050107035670328294,0.936659115,0.615285302,Nondifferential,Expressed
ENSRNOG00000000304,89.33811421524368,85.0044088850056,78.62484984129748,61.90511956542241,60.81747643986779,63.179924550039644,86.44897732841828,61.96750685177661,0.7168101782900571,-0.480336971911019,0.000448671,5.95e-06,Downregulated,Expressed
ENSRNOG00000000306,9.068971584615607,9.166389335491933,8.501499533287967,7.130459078107022,8.656529748147307,8.667357466065777,9.133916751866492,8.151448764106702,0.892437383167629,-0.16417714721639118,1.0,0.763960379,Nondifferential,Expressed
ENSRNOG00000000307,36.05028421485049,34.392684680928475,38.439803517110974,23.993415934370233,26.554477808380533,26.156909300298608,34.94521785890248,25.568267681016454,0.73166714210376,-0.45074062349740557,4.16e-05,1.05e-06,Downregulated,Expressed
ENSRNOG00000000308,3.7937855177871036,3.9300644938800273,4.189126476680458,3.991623713788065,3.733845731754857,3.6698926030927317,3.8846381685157194,3.7984540162118847,0.9778141107188975,-0.03236787003089283,1.0,0.978126567,Nondifferential,Expressed
ENSRNOG00000000312,26.604327503424024,27.318826913121438,27.526356043489038,21.880847970488517,21.622969984983076,21.023672106698527,27.0806604432223,21.509163354056707,0.7942628799306105,-0.33231151471868603,0.030439946000000002,0.00277244,Downregulated,Expressed
ENSRNOG00000000314,32.15610413204667,31.494694190246637,29.61543439831852,31.156957694143955,29.7035428877141,30.03617042025202,31.71516417084665,30.298890334036695,0.9553439537887738,-0.06590785274716664,1.0,0.789625365,Nondifferential,Expressed
ENSRNOG00000000321,1.0532555277529863,1.0473882438573183,1.1823249497460426,0.44534127184659245,0.3990228693365702,0.34994140695945,1.0493440051558742,0.39810184938087084,0.37938163979098066,-1.3982782338065045,1.83e-06,0.00036032,Downregulated,Expressed
ENSRNOG00000000322,24.083773548154287,22.309501299109808,22.879179854699046,21.433014311733334,20.862731763162515,21.024812700372674,22.900925382124637,21.10685292508951,0.9216593903041361,-0.11769441007698953,1.0,0.655297384,Nondifferential,Expressed
ENSRNOG00000000327,9.146618232274253,8.495081735006398,8.340162173099596,10.201589503135766,9.689238844949685,11.076291309962665,8.712260567429016,10.322373219349371,1.1848099743411942,0.24465569114115884,0.010781753,0.004936306,Upregulated,Expressed
ENSRNOG00000000340,190.3286486723683,195.88527719925273,187.48252606120175,144.4927456527378,170.06275962372965,174.37267395760827,194.03306769029123,162.97605974469192,0.8399396127923339,-0.2516424853968012,0.326249052,0.123399951,Nondifferential,Expressed
ENSRNOG00000000341,26.672815064267166,26.901959906863194,26.618716159670424,62.82883839467657,67.75515859282628,62.121968205240265,26.825578292664517,64.23532173091438,2.394554966536531,1.2597575527338656,3.06e-48,3.059999999999999e-74,Upregulated,Expressed
ENSRNOG00000000368,73.84637818958127,60.24069968863974,55.00060668047187,96.70064032658878,60.63179501116734,55.85511839054819,64.77592585562024,71.06251790943477,1.0970513654691216,0.13363107630874937,0.558212396,0.586598042,Nondifferential,Expressed
ENSRNOG00000000373,34.88262058561001,27.27895618303623,25.192806784619297,164.21887218647657,72.6281735729609,71.23457388604058,29.813510983894158,102.69387321515937,3.444541411799389,1.7843119228534996,4.0700000000000006e-11,0.000133516,Upregulated,Expressed
ENSRNOG00000000376,9.00143381588895,7.864998094212649,8.255590949337854,5.297977699341218,4.652186632391424,7.4310172127776095,8.243810001438083,5.793727181503417,0.7027972721948633,-0.5088195031406472,0.284031333,0.28745402800000003,Nondifferential,Expressed
ENSRNOG00000000378,6.31869830956821,6.026340750691366,6.772777926890201,26.143509441734185,15.413871372381221,15.855221340170132,6.12379327031698,19.137534051428513,3.1251110556248274,1.6439074590714755,1.72e-16,3.05e-16,Upregulated,Expressed
ENSRNOG00000000383,0.9991235613757363,1.0859847993013134,1.1541661231186888,2.6005045745667488,1.9051978771326201,2.203700265510212,1.0570310533261211,2.236467572403194,2.1158012012663043,1.081204079521491,3.15e-11,7.729999999999999e-10,Upregulated,Expressed
ENSRNOG00000000387,7.5106564949678845,6.795564700473846,5.869144107997663,7.072050853925936,7.2176962132208,7.505959645107648,7.033928631971858,7.265235570751462,1.0328844591524893,0.04667888002044339,0.389845586,0.222949205,Nondifferential,Expressed
ENSRNOG00000000392,18.100423813192283,17.689962018906108,17.634324248025493,14.032928095702273,17.097448440565948,17.0435528744312,17.826782617001502,16.05797647023314,0.9007781614456082,-0.15075624388578285,0.933241139,0.582049342,Nondifferential,Expressed
ENSRNOG00000000394,1.1654266954475194,0.8918964920212634,1.3721870648685583,0.31963452092877515,0.24117089851692192,0.3545833888466624,0.983073226496682,0.3051296027641198,0.3103833921421007,-1.687876730388231,1.83e-06,0.000235874,Downregulated,Expressed
ENSRNOG00000000395,29.063418729182768,32.02054262260292,30.832325627874855,21.661074572594558,24.295955928444407,24.123870568520818,31.034834658129537,23.36030035651993,0.7527122542733033,-0.4098296359268744,0.008666237,0.0008433480000000001,Downregulated,Expressed
ENSRNOG00000000396,36.90730687740425,37.86648725446491,34.372370687023974,40.33866263166353,40.84426714145055,39.64249788739273,37.54676046211136,40.27514255350227,1.0726662449119715,0.10120125809639309,0.123826959,0.019302855,Nondifferential,Expressed
ENSRNOG00000000397,17.223000281122353,15.949748275780495,15.339717635416243,14.550688157718117,15.898639910906544,14.761417800997762,16.374165610894448,15.070248623207474,0.9203674239852918,-0.11971817400091996,1.0,0.8144121540000001,Nondifferential,Expressed
ENSRNOG00000000398,14.746033851437689,14.202314125053798,12.05218143792636,12.683712045996742,13.806018609416514,14.416855966299936,14.383554033848428,13.635528873904397,0.9479944137461629,-0.07704953711873652,1.0,0.711752112,Nondifferential,Expressed
ENSRNOG00000000407,5.053280171890132,4.75879972697135,4.475184202735123,5.3178745087276145,5.527350454326444,4.665287584079553,4.85695987527761,5.1701708490445375,1.0644870416494896,0.0901583874963517,0.598373684,0.399743277,Nondifferential,Expressed
ENSRNOG00000000408,11.942863932723741,12.056388978971194,11.021155546466085,11.034314001143226,11.823256937533392,11.320149204646972,12.01854729688871,11.392573381107864,0.9479160084561222,-0.07716886229556023,1.0,0.8151392829999999,Nondifferential,Expressed
ENSRNOG00000000411,27.28961034056892,27.05121920439038,25.971468371424756,24.421603645024327,26.278130676012662,23.661062160421174,27.130682916449896,24.78693216048605,0.9136125410782497,-0.1303456403039254,1.0,0.739970635,Nondifferential,Expressed
ENSRNOG00000000412,27.444013995725083,27.06562048214502,25.970544740846734,49.4185962321187,43.66645957598871,41.46078854026151,27.191751653338375,44.84861478278964,1.6493462927491653,0.7218943353317087,2.18e-13,1.53e-16,Upregulated,Expressed
ENSRNOG00000000414,11.019211150698483,9.571844955654004,9.069236082220659,15.529818297561164,10.800963318664268,10.350370422536141,10.054300354002164,12.227050679587188,1.2161015932570733,0.2822637567139327,0.08152807,0.052837456,Nondifferential,Expressed
ENSRNOG00000000415,17.432966233482663,16.63487497646474,14.62278827639865,15.370491788778523,16.10903837617899,15.831957392614756,16.900905395470716,15.77049585252409,0.9331154446169752,-0.09987251319601714,1.0,0.869190253,Nondifferential,Expressed
