Ensembl_ID,SC_Control_1_RCPM,SC_Control_2_RCPM,SC_Control_3_RCPM,SC_VitC_1_RCPM,SC_VitC_2_RCPM,SC_VitC_3_RCPM
ENSRNOG00000000322,46.096342571167305,42.700385486496174,43.790750241893974,41.0227893926576,39.93126859469305,40.2414915085133
ENSRNOG00000000323,0.04050645217150027,0.0655416507851054,0.046437699090025424,0.0,0.038768221936595196,0.07599903967613465
ENSRNOG00000000327,31.473513337255707,29.231576250157012,28.698498037635712,35.10366948029017,33.340670865471864,38.11351839758153
ENSRNOG00000000335,0.04050645217150027,0.0327708253925527,0.0,0.0,0.15507288774638078,0.037999519838067326
ENSRNOG00000000340,193.94489299714328,199.60709746603854,191.0446940563646,147.23810782013982,173.2939520565805,177.68575476280282
ENSRNOG00000000341,121.68138232318681,122.72674109510989,121.43458312041648,286.6251607565145,309.09903350047347,283.4004189523061
ENSRNOG00000000345,0.0,0.0,0.0,0.0,0.0,0.037999519838067326
ENSRNOG00000000368,336.00102076259475,274.0951835833108,250.252760396147,439.98791348597894,275.8746673008114,254.14078867699428
ENSRNOG00000000373,57.03308465747238,44.60109335926423,41.19023909285255,268.49785602488924,118.74706379179108,116.46852830367635
ENSRNOG00000000376,2.0253226085750136,1.769624571197846,1.857507963601017,1.192044982351774,1.0467419922880703,1.6719788728749623
ENSRNOG00000000378,9.964587234189066,9.503539363840284,10.680670790705847,41.22831438961481,24.307675154245185,25.0036840534483
ENSRNOG00000000383,5.306345234466535,5.767665269089276,6.129776279883356,13.811279795524003,10.118505925451345,11.703852110124737
ENSRNOG00000000384,0.04050645217150027,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000386,0.2835451652005019,0.0327708253925527,0.1857507963601017,0.08220999878288097,0.038768221936595196,0.0
ENSRNOG00000000387,29.772242346052696,26.937618472678324,23.265287244102737,28.03360958496241,28.610947789207252,29.753624033206716
ENSRNOG00000000390,0.08101290434300054,0.0,0.046437699090025424,0.20552499695720242,0.19384110968297597,0.07599903967613465
ENSRNOG00000000392,43.42291672784829,42.43821888335575,42.30474387101316,33.66499450158975,41.016778808917714,40.887483345760444
ENSRNOG00000000394,1.49873873034551,1.1469788887393446,1.764632565420966,0.41104999391440483,0.31014577549276157,0.4559942380568079
ENSRNOG00000000395,74.896430065104,82.51693833844772,79.4549031430335,55.820589173576174,62.610678427601236,62.167214455078145
ENSRNOG00000000396,93.04332063793612,95.46141436850603,86.65274650198744,101.69376849442376,102.96839746359683,99.93873717411707
ENSRNOG00000000397,76.435675247621,70.78498284791384,68.07766686597728,64.575954043953,70.55816392460325,65.51117220082807
ENSRNOG00000000398,29.772242346052696,28.67447221848362,24.33335432317332,25.60841462086742,27.874351572411943,29.10763219595957
ENSRNOG00000000401,0.0,0.0327708253925527,0.0,0.0,0.0,0.0
ENSRNOG00000000405,0.16202580868600108,0.0327708253925527,0.13931309727007626,0.2466299963486429,0.07753644387319039,0.18999759919033662
ENSRNOG00000000406,0.04050645217150027,0.1310833015702108,0.13931309727007626,0.3288399951315239,0.34891399742935675,0.22799711902840394
ENSRNOG00000000407,7.65571946041355,7.209581586361595,6.779904067143712,8.056579880722335,8.373935938304562,7.067910689880523
ENSRNOG00000000408,50.673571666546835,51.155258437774776,46.7627629836556,46.81859430685071,50.16607918595418,48.0313930753171
ENSRNOG00000000410,0.08101290434300054,0.0327708253925527,0.0,0.04110499939144049,0.0,0.0
ENSRNOG00000000411,99.44334008103316,98.57464278079854,94.64003074547182,88.99232368246865,95.75750818339013,86.22091051257476
ENSRNOG00000000412,112.08135315854125,110.53599404908027,106.06370472161807,201.8255470119728,178.33382090833788,169.325860398428
ENSRNOG00000000413,0.0,0.0,0.0,0.04110499939144049,0.15507288774638078,0.037999519838067326
ENSRNOG00000000414,31.87857785897071,27.691347456707035,26.237299985864365,44.92776433484445,31.247186880895725,29.943621632397054
ENSRNOG00000000415,46.94697806676881,44.79771831161955,39.37916882834156,41.39273438718057,43.38164034705002,42.63546125831154
ENSRNOG00000000417,535.13073963769,538.7195986281739,577.4063504853762,481.5450678707253,498.90824810204356,505.39361384629547
ENSRNOG00000000418,4.57722909537953,6.554165078510541,5.804712386253178,6.001329911150311,6.629365951157778,6.079923174090772
ENSRNOG00000000419,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000420,27.09881650273368,29.657596980260198,29.069999630355916,20.716919693286005,25.354417146533258,27.58765140243688
ENSRNOG00000000421,67.36222996120495,67.99946268954686,76.3435773040018,54.17638919791856,57.10559091260472,55.40329992390216
ENSRNOG00000000422,9.600029164645564,9.339685236877521,9.194664419825035,9.043099866116906,9.226836820909655,9.157884280974226
ENSRNOG00000000423,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000428,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000431,52.57737491860735,56.398590500583204,59.765318728862724,47.394064298330875,53.53891449443796,55.40329992390216
ENSRNOG00000000432,4.131658121493027,5.374415364378644,5.154584598992822,3.740554944621084,4.264504413025471,4.6359414202442135
ENSRNOG00000000433,0.0,0.22939577774786893,0.1857507963601017,0.41104999391440483,0.4264504413025471,0.4559942380568079
ENSRNOG00000000435,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000436,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000437,83.03822695157555,86.94099976644233,90.7857017209997,78.8804938321743,90.91148044131573,81.92696477087316
ENSRNOG00000000438,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000439,1.9443097042320128,1.6385412696276354,1.8110702645109915,1.5619899768747383,1.9384110968297597,2.013974551417568
ENSRNOG00000000440,48.04065227539932,53.121507961327936,54.14635713896964,38.392069431605414,46.832012099406995,47.689397396774496
ENSRNOG00000000441,1.5797516346885105,1.2452913649170028,1.9503833617810677,1.109834983568893,1.4344242116540222,1.2539841546562218
ENSRNOG00000000442,2.3088677737755154,2.4905827298340055,2.414760352681322,3.658344945838203,4.574650188518233,3.8759510234828674
ENSRNOG00000000443,4.53672264320803,5.898748570659487,3.3435143344818306,5.631384916627346,7.210889280206706,7.941899646156071
ENSRNOG00000000446,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000451,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000454,0.1215193565145008,0.0,0.046437699090025424,0.04110499939144049,0.038768221936595196,0.037999519838067326
ENSRNOG00000000455,0.5670903304010038,0.2621666031404216,0.4179392918102288,0.8220999878288097,0.5815233290489279,0.6459918372471446
ENSRNOG00000000456,0.0,0.09831247617765812,0.09287539818005085,0.0,0.038768221936595196,0.18999759919033662
ENSRNOG00000000457,7.331667843041548,7.668373141857333,7.615782650764169,6.289064906890394,5.582623958869708,6.003924134414637
ENSRNOG00000000459,0.5670903304010038,0.6554165078510541,0.6501277872603559,0.41104999391440483,0.38768221936595193,0.6079923174090772
ENSRNOG00000000461,0.16202580868600108,0.22939577774786893,0.1857507963601017,0.2877349957400834,0.23260933161957115,0.18999759919033662
ENSRNOG00000000463,57.80270724873088,55.93979894508747,58.743689348882164,136.057547985668,111.65247917739416,134.898295425139
ENSRNOG00000000464,50.83559747523284,51.384654215522644,53.49622935170929,53.39539420948119,57.95849179520982,61.55922213766907
ENSRNOG00000000465,105.6408272632727,112.50224357263343,110.56816153335053,118.75234324187156,132.89746479864831,131.51633815955103
ENSRNOG00000000466,15.1899195643126,13.468809236339162,14.767188310628084,8.837574869159704,10.00220125964156,10.335869395954314
ENSRNOG00000000467,36.698845667379246,36.867178566621796,39.47204422652161,30.294384551491635,33.379439087408464,37.27752896114405
ENSRNOG00000000470,196.8208511013198,198.59120187886938,195.6420262662771,170.05138248238927,199.81141586121163,215.8372726802224
ENSRNOG00000000471,3.200009721548521,3.768644920143561,3.204201237211754,2.630719961052191,2.636239091688473,3.3439577457499245
ENSRNOG00000000473,20.01018737272113,21.2027240289816,22.52228405866233,14.345644787612729,17.794613868897194,18.16377048259618
ENSRNOG00000000474,87.53444314261208,91.98770687689544,91.43582950826006,67.04225400743942,79.43608674808355,85.34692155629921
ENSRNOG00000000476,40.62797152801477,42.63484383571107,43.04774705645357,31.856374528366374,39.582354597263695,37.011532322277574
ENSRNOG00000000477,36.01023598046374,38.1124699315388,37.939600156550775,27.293719595916482,33.49574375321825,33.74357361620378
ENSRNOG00000000478,0.16202580868600108,0.29493742853297433,0.046437699090025424,0.2466299963486429,0.19384110968297597,0.22799711902840394
ENSRNOG00000000479,1.1746871129735077,0.7537289840287122,0.6501277872603559,0.9043099866116906,0.6590597729221183,0.9499879959516832
ENSRNOG00000000480,30.906423006854705,29.624826154867645,27.862619454015253,29.348969565488506,31.479796212515296,32.98358321944244
ENSRNOG00000000481,43.82798124956329,44.96157243858231,43.60499944553387,31.979689526540696,36.63596973008246,40.165492468837165
ENSRNOG00000000483,18.713980903233125,18.875995426110357,18.66795503419022,20.881339690851767,21.05114451157119,19.949747914985345
ENSRNOG00000000485,44.55709738865029,43.945676851413175,42.676245463733366,30.49990954844884,37.372565946877764,35.68154912794522
ENSRNOG00000000486,1.7012709912030113,1.57299961884253,1.207380176340661,0.9865199853945716,1.1242784361612606,1.1399855951420197
ENSRNOG00000000487,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000488,38.805181180297254,42.372677232570645,42.397619269193214,18.209514730408134,21.012376289634595,22.419716704459724
ENSRNOG00000000490,125.32696301862183,141.50442404504258,137.50202700556528,120.84869821083502,139.17791675237675,135.58228678222423
ENSRNOG00000000491,0.16202580868600108,0.0,0.13931309727007626,0.0,0.11630466580978557,0.1519980793522693
ENSRNOG00000000493,25.357039059359167,29.29711790094212,27.723306356745177,20.758024692677445,23.997529378752425,26.371666767618724
ENSRNOG00000000495,42.734307040932784,44.96157243858231,43.465686348263795,47.27074930015656,48.57658208655378,45.33342716681432
ENSRNOG00000000498,94.42054001176713,99.78716332032299,107.22464719886871,105.02327344513044,113.62965849616052,105.98066082836978
ENSRNOG00000000499,0.04050645217150027,0.0,0.09287539818005085,0.04110499939144049,0.07753644387319039,0.037999519838067326
ENSRNOG00000000500,26.248181007132175,26.511597742575137,31.15969608940706,22.0322796738121,28.494643123397466,27.01765860486587
ENSRNOG00000000501,33.17478432845872,35.0647831700314,35.52483980386945,26.636039605653433,28.610947789207252,31.00760818786294
ENSRNOG00000000502,0.1215193565145008,0.09831247617765812,0.046437699090025424,0.12331499817432146,0.11630466580978557,0.22799711902840394
ENSRNOG00000000503,26.572232624504174,23.562223457245395,28.373434144005532,28.444659578876816,24.075065822625614,22.00172198624098
ENSRNOG00000000504,23.615261615984657,23.85716088577837,24.56554281862345,19.154929716411267,21.555131396746926,23.74969989879208
ENSRNOG00000000505,184.99296706724172,189.0876625150291,194.29533299266637,148.7589927976231,180.97006000002636,192.50556749964906
ENSRNOG00000000506,25.51906486804517,30.476867615074017,27.491117861295052,39.625219413348624,41.17185169666409,44.38343917086264
ENSRNOG00000000507,0.04050645217150027,0.0,0.046437699090025424,0.0,0.0,0.0
ENSRNOG00000000508,0.0,0.0,0.0,0.08220999878288097,0.038768221936595196,0.07599903967613465
ENSRNOG00000000510,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000511,72.95212036087199,74.81579437119782,75.13619712766113,62.39738907620666,63.96756619538207,68.81713042673992
ENSRNOG00000000512,6.845590416983545,5.2761028882009855,6.08333858079333,9.536359858814192,7.792412609255634,7.1819092493947245
ENSRNOG00000000513,248.87164214169763,245.8467320949304,251.1815143779475,221.35042172290702,226.91040299489165,227.16112959196647
ENSRNOG00000000515,0.20253226085750134,0.0,0.09287539818005085,0.0,0.11630466580978557,0.0
ENSRNOG00000000516,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000517,34.227952084917725,33.03299199569312,33.43514334481831,39.87184940969727,40.35771903599559,40.5834871870559
ENSRNOG00000000519,78.62302366488203,77.20806462485417,76.3435773040018,66.9189390092651,69.97664059555433,75.1250507198591
ENSRNOG00000000520,262.88687459303674,242.83181615881554,208.50526891421416,178.84785235215756,202.33135028709032,190.83358862677412
ENSRNOG00000000521,33.25579723280172,31.394450726065493,34.50321042388889,49.901469261208746,40.318950814059,48.82938299191652
ENSRNOG00000000522,0.08101290434300054,0.09831247617765812,0.09287539818005085,0.20552499695720242,0.07753644387319039,0.22799711902840394
ENSRNOG00000000523,25.883622937588672,25.79063958393898,27.11961626857485,18.990509718845505,21.710204284493308,23.44570374008754
ENSRNOG00000000524,79.39264625614052,81.53381357667114,85.90974331654704,79.78480381878597,83.19660427593328,84.3209345206714
ENSRNOG00000000525,2.916464556348019,2.8510618091520854,2.972012741761627,1.6441999756576193,1.7058017652101884,1.519980793522693
ENSRNOG00000000527,313.68196561609807,331.08364894095996,335.97675291633396,247.16436134073163,285.10150412172106,301.18419423652165
ENSRNOG00000000528,0.0,0.0655416507851054,0.046437699090025424,0.08220999878288097,0.19384110968297597,0.07599903967613465
ENSRNOG00000000529,19.60512285100613,20.809474124270967,20.57190069688126,18.250619729799574,19.733024965726955,19.227757038062066
ENSRNOG00000000531,3.5240613389205233,4.784540507312695,4.272268316282339,2.8362449580093934,2.209788650385926,2.9259630275311843
ENSRNOG00000000532,118.72441131466728,130.65728084010763,135.08726665288395,102.18702848712104,117.35140780207365,114.72055039112526
