Ensembl_ID,Change,Gene_Name,Gene_Biotype,Chr,Length,Exon Length,Downstream_Promoter_Downregulated,Upstream_Promoter_Downregulated,Gene_Body_Downregulated,TSS_Downregulated,Downstream_Promoter_Nondifferential,Upstream_Promoter_Nondifferential,Gene_Body_Nondifferential,TSS_Nondifferential,Downstream_Promoter_Upregulated,Upstream_Promoter_Upregulated,Gene_Body_Upregulated,TSS_Upregulated
ENSRNOG00000000081,Upregulated,Antxr2,protein_coding,14,82632,1467,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,19.0,0.0
ENSRNOG00000000082,Nondifferential,Hltf,protein_coding,2,59602,4775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000000095,Nondifferential,Gpr89b,protein_coding,2,38757,1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000000098,Nondifferential,Rnf115,protein_coding,2,67496,2095,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000000104,Downregulated,Thoc3,protein_coding,17,9192,2115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000105,Downregulated,Cplx2,protein_coding,17,62551,2275,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000000108,Downregulated,Aga,protein_coding,16,11858,1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000111,Nondifferential,Coprs,protein_coding,16,5111,552,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000112,Nondifferential,Champ1,protein_coding,16,10967,3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000113,Nondifferential,Elac1,protein_coding,18,17348,2836,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000000121,Nondifferential,Pigv,protein_coding,5,11887,2409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000000122,Downregulated,Ak2,protein_coding,5,18577,1685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
ENSRNOG00000000123,Nondifferential,Rnf19b,protein_coding,5,24921,2395,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0
ENSRNOG00000000127,Nondifferential,Kpna6,protein_coding,5,36341,4657,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000130,Nondifferential,Dnajb5,protein_coding,5,8242,2924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000133,Downregulated,Txndc15,protein_coding,17,12352,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000138,Upregulated,Glis1,protein_coding,5,72584,2127,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,9.0,0.0
ENSRNOG00000000142,Upregulated,Plxdc2,protein_coding,17,388446,2735,0.0,0.0,2.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,31.0,0.0
ENSRNOG00000000145,Nondifferential,Pik3r3,protein_coding,5,68192,2046,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,6.0,0.0
ENSRNOG00000000150,Nondifferential,Dnajc1,protein_coding,17,154220,1868,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000000151,Nondifferential,Ldlrap1,protein_coding,5,20621,921,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000000155,Nondifferential,Cog3,protein_coding,15,49996,2848,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000000156,Upregulated,LOC100911486,protein_coding,5,142381,5213,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000157,Nondifferential,Atg12,protein_coding,18,10327,2566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000158,Upregulated,Cdo1,protein_coding,18,14703,1516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSRNOG00000000161,Nondifferential,Chm,protein_coding,X,154876,3473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000164,Nondifferential,Lamp2,protein_coding,X,43417,1747,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000165,Nondifferential,Pfkfb1,protein_coding,X,47536,1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000166,Nondifferential,Apex2,protein_coding,X,20591,1847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000168,Upregulated,Gatm,protein_coding,3,16849,2528,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000000169,Nondifferential,Spata5l1,protein_coding,3,13000,2499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000170,Downregulated,Slc30a4,protein_coding,3,22233,5408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000172,Downregulated,Sqrdl,protein_coding,3,39028,1594,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000175,Nondifferential,Mier2,protein_coding,7,15850,2986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000000177,Nondifferential,Plpp2,protein_coding,7,8085,1610,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000185,Nondifferential,Mpst,protein_coding,7,4789,1217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000186,Nondifferential,Tst,protein_coding,7,6749,1093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000000190,Nondifferential,Ep300,protein_coding,7,42322,2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000000204,Nondifferential,Syncrip,protein_coding,8,98653,2100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000219,Nondifferential,Ano10,protein_coding,8,117777,2395,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0
ENSRNOG00000000221,Nondifferential,Abhd5,protein_coding,8,28258,3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
ENSRNOG00000000230,Nondifferential,Lmf1,protein_coding,10,86678,2158,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,0.0
ENSRNOG00000000231,Downregulated,Kctd17,protein_coding,7,10774,1634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000236,Nondifferential,Zfp207,protein_coding,10,11793,1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000237,Nondifferential,RGD1310429,protein_coding,10,11900,1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000239,Downregulated,Ccl7,protein_coding,10,1894,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000244,Nondifferential,Coil,protein_coding,10,21378,2606,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000246,Nondifferential,Amz2,protein_coding,10,10536,2938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000247,Downregulated,Mfsd11,protein_coding,10,19017,2885,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000248,Nondifferential,Srsf2,protein_coding,10,3180,1901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000249,Nondifferential,Mettl23,protein_coding,10,4664,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000250,Nondifferential,Jmjd6,protein_coding,10,6051,1699,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000258,Nondifferential,Prmt7,protein_coding,19,46443,2379,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000262,Nondifferential,Zfp821,protein_coding,19,19007,1935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000000264,Nondifferential,Def8,protein_coding,19,15789,3130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSRNOG00000000274,Nondifferential,Phyhipl,protein_coding,20,33599,1518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000275,Upregulated,Fam13c,protein_coding,20,119096,1806,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0
ENSRNOG00000000277,Nondifferential,Tet1,protein_coding,20,71215,6102,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000000279,Nondifferential,Rtn4ip1,protein_coding,20,43888,2994,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
ENSRNOG00000000281,Nondifferential,Prodh1,protein_coding,11,17170,2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000283,Nondifferential,Dgcr14,protein_coding,11,8906,1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000288,Downregulated,Scarf2,protein_coding,11,11385,3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000299,Upregulated,Foxo3,protein_coding,20,91021,2827,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,24.0,0.0
ENSRNOG00000000302,Nondifferential,Sesn1,protein_coding,20,91185,3450,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0
ENSRNOG00000000303,Nondifferential,Cep57l1,protein_coding,20,56685,2330,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,10.0,0.0
ENSRNOG00000000304,Downregulated,Cd164,protein_coding,20,11580,2822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000000306,Nondifferential,Smpd2,protein_coding,20,3229,1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000307,Downregulated,Mical1,protein_coding,20,11950,3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSRNOG00000000308,Nondifferential,Zbtb24,protein_coding,20,21630,3769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000312,Downregulated,Fig4,protein_coding,20,121933,3342,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0
ENSRNOG00000000314,Nondifferential,Sec63,protein_coding,20,68953,5855,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0
ENSRNOG00000000321,Downregulated,Cd24,protein_coding,20,5307,1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000322,Nondifferential,Atg5,protein_coding,20,73834,1914,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0
ENSRNOG00000000327,Upregulated,Hace1,protein_coding,20,131193,3441,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0
ENSRNOG00000000340,Nondifferential,RGD1304704,protein_coding,15,10973,1019,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000341,Upregulated,Nid2,protein_coding,15,57705,4562,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0
ENSRNOG00000000368,Nondifferential,Grik2,protein_coding,20,727756,4550,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,28.0,0.0
ENSRNOG00000000373,Upregulated,Ctnna3,protein_coding,20,761957,1635,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0
ENSRNOG00000000376,Nondifferential,Tmem167b,protein_coding,20,225,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000378,Upregulated,Ctnna3,protein_coding,20,72374,1577,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0
ENSRNOG00000000383,Upregulated,Mypn,protein_coding,20,85365,5311,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000000387,Nondifferential,Slc25a16,protein_coding,20,46969,3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000000392,Nondifferential,Supv3l1,protein_coding,20,19050,2399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000394,Downregulated,Srgn,protein_coding,20,13112,1286,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000395,Downregulated,Kif1bp,protein_coding,20,19720,2577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000396,Nondifferential,Ddx50,protein_coding,20,29398,2521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000000397,Nondifferential,Ccar1,protein_coding,20,42602,4438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000398,Nondifferential,Zufsp,protein_coding,20,30051,2019,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000407,Nondifferential,Dcbld1,protein_coding,20,94571,1515,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,0.0
ENSRNOG00000000408,Nondifferential,Gopc,protein_coding,20,49961,4243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000411,Nondifferential,Nus1,protein_coding,20,26959,3644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
ENSRNOG00000000412,Upregulated,Slc35f1,protein_coding,20,162034,4084,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,15.0,0.0
ENSRNOG00000000414,Nondifferential,Cep85l,protein_coding,20,107557,2893,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,8.0,1.0
ENSRNOG00000000415,Nondifferential,Asf1a,protein_coding,20,14847,2693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
ENSRNOG00000000417,Nondifferential,Numa1,protein_coding,1,40245,7633,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000000418,Nondifferential,Zbtb12,protein_coding,20,2857,2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ENSRNOG00000000420,Nondifferential,Nelfe,protein_coding,20,5866,1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000421,Downregulated,Skiv2l,protein_coding,20,10653,3912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000422,Nondifferential,Dxo,protein_coding,20,2083,1363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000431,Nondifferential,Atf6b,protein_coding,20,8008,2663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
ENSRNOG00000000432,Nondifferential,Fkbpl,protein_coding,20,1491,1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000437,Nondifferential,Agpat1,protein_coding,20,7247,2034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000439,Nondifferential,Ager,protein_coding,20,2928,1420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSRNOG00000000440,Nondifferential,Pbx2,protein_coding,20,4950,2882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000441,Nondifferential,Gpsm3,protein_coding,20,1933,1299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSRNOG00000000443,Upregulated,C4a,protein_coding,20,205851,5356,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000000457,Nondifferential,Tap1,protein_coding,20,10635,2944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000463,Upregulated,Col11a2,protein_coding,20,28855,6046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ENSRNOG00000000464,Nondifferential,Rxrb,protein_coding,20,6099,2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000465,Upregulated,Slc39a7,protein_coding,20,3365,2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000466,Downregulated,Hsd17b8,protein_coding,20,2057,1189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000467,Nondifferential,Ring1,protein_coding,20,3548,1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000470,Nondifferential,Vps52,protein_coding,20,9703,3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000471,Nondifferential,B3galt4,protein_coding,20,1570,1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000473,Nondifferential,Pfdn6,protein_coding,20,1471,693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000474,Nondifferential,Rgl2,protein_coding,20,7757,2869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000476,Nondifferential,Zbtb22,protein_coding,20,3167,2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000477,Nondifferential,Daxx,protein_coding,20,5748,2453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000000480,Nondifferential,Phf1,protein_coding,20,4965,2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000000481,Nondifferential,Cuta,protein_coding,20,1577,665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000483,Nondifferential,Syngap1,protein_coding,20,28489,4057,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000000485,Downregulated,Bak1,protein_coding,20,8636,1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000486,Nondifferential,Ggnbp1,protein_coding,20,6309,1396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000000488,Downregulated,Hmga1,protein_coding,20,2974,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000000490,Nondifferential,Rps10,protein_coding,20,3775,465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000493,Nondifferential,Snrpc,protein_coding,20,18181,1072,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000495,Nondifferential,Uhrf1bp1,protein_coding,20,40546,4711,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0
ENSRNOG00000000498,Nondifferential,Anks1a,protein_coding,20,151948,5616,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,28.0,0.0
ENSRNOG00000000500,Nondifferential,Scube3,protein_coding,20,28050,2985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0
ENSRNOG00000000501,Nondifferential,Zfp523,protein_coding,20,18655,2494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000000503,Nondifferential,Ppard,protein_coding,20,63579,5550,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,1.0,1.0,10.0,0.0
ENSRNOG00000000504,Nondifferential,Fance,protein_coding,20,11060,1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000000505,Nondifferential,Rpl10a,protein_coding,20,2564,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000000506,Upregulated,Tead3,protein_coding,20,22704,5874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
ENSRNOG00000000511,Nondifferential,Srpk1,protein_coding,20,34736,2501,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
ENSRNOG00000000512,Upregulated,Slc26a8,protein_coding,20,49956,3404,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
ENSRNOG00000000513,Nondifferential,Mapk14,protein_coding,20,61835,3426,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0
